"","score","text"
"54",-2,"En #ElPulso de @RadLasPalmas que presenta @JUSANHER hablamos con @josemujica70 sobre ¿PP de Antona @PPparcan mueve… https://t.co/pH3x7ZvNep"
"55",-2,"<ed><U+00A0><U+00BD><ed><U+00B4><U+00B9>@OscarGarciaGon: “Ni Tamara ni sus hijos se van a quedar en la calle decida lo que decida la justicia”(DA)<ed><U+00A0><U+00BD><ed><U+00B1><U+0087>… https://t.co/ssusYUILKg"
"56",0,"<ed><U+00A0><U+00BD><ed><U+00B1><U+00A5>Satisfacción vecinal al reabrir Puerta Canseco tras cinco meses (ED)<ed><U+00A0><U+00BD><ed><U+00B1><U+0087>
https://t.co/vWKRtfsI7o https://t.co/aUhvGN5q24"
"57",-3,"<ed><U+00A0><U+00BC><ed><U+00B6><U+0095> @CsScTfe solicita a CC y PP que expliquen cuál es el porcentaje de ejecución de las inversiones 
<ed><U+00A0><U+00BD><ed><U+00B1><U+0089>Hoy en @eldia https://t.co/qNHRxSrvVN"
"58",-3,"<ed><U+00A0><U+00BC><ed><U+00B6><U+0095> <U+2066>@CsScTfe<U+2069> pide explicaciones a CC y PP sobre el grado de ejecución de las inversiones municipales
<ed><U+00A0><U+00BD><ed><U+00B1><U+0089>Hoy en La Voz… https://t.co/IFcoH7Znsb"
"59",0,"@LopezbeltranM @24h_tve @mjmonteroc @Haciendagob @sanchezcastejon @marianorajoy Claro es que los presupuesto de 201… https://t.co/48tmOxw1YD"
"60",-4,"#SabrosoEnlaAutonómica La gestión local, estar a pie de calle, es lo que valora el ciudadano. Y el PP ha demostrado… https://t.co/V6ImN3SGTm"
"61",-2,"Todavía hay gente q piensa q el PP o Cs arreglarán España...
España necesita un cambio de Rumbo de 180*<U+21A9><U+FE0F><ed><U+00A0><U+00BC><ed><U+00B6><U+0098>"
"62",-1,"RT @jcarlosacha: En el periódico La Provincia, hoy día 12 de Junio, un titular interesante que evidencia el firme compromiso del PP con Can…"
"63",0,"@Er_Richal Ahí tienes a los jubilados vascos, que ahora sí les parecen estupendos los Presupuestos del PP...
Qué cosas!"
"64",-2,"RT @CsCanarias: <ed><U+00A0><U+00BD><ed><U+00B3><U+00BB> @mgcejascs ""Los casos de corrupción que afectan tanto al PP como al PSOE (caso ERE que sale en Otoño) están afectando a l…"
"65",-2,"<ed><U+00A0><U+00BD><ed><U+00B3><U+00BB> @mgcejascs ""El PP y el PSOE llevan 25 años sosteniendo a Coalición Canaria. Todos sabemos que CC es la 3ª fuerza… https://t.co/1dnx69q6W5"
"66",0,"@PPCabildoGC @RufoMarcos @FelipeAfonso555 @AuroradlRosario @AnaKurson @carlos_ester @PP_SantaLucia @ZerpaSantana… https://t.co/LOZNEjNtS7"
"67",-2,"<ed><U+00A0><U+00BD><ed><U+00B3><U+00BB> @mgcejascs ""Los casos de corrupción que afectan tanto al PP como al PSOE (caso ERE que sale en Otoño) están afect… https://t.co/wbi35HUpWi"
"68",-4,"El PP se retrata junto al solar de los tres derribos de Puerta Canseco y dice que se abre la vía ""a la regeneración… https://t.co/rvFw82nuZg"
"69",0,"Editorial | El PP, sin coartada https://t.co/md9nTuuRwr vía @el_pais"
"70",-3,"RT @itxitas: Si, son 600 personas que no cubren ni el 20% de la cuota de refugiados/as a la que se comprometió el PP en diciembre de 2015 p…"
"71",0,"El Gobierno de Clavijo insiste en controlar la Televisión Canaria. 
https://t.co/3hVOAmx7b4"
"72",0,"RT @DavidCuestaTV: @PandoroBox @carlostarife @JoseAMartinSC @josefamesam @PP_SantaCruz Claro. Gracias por el interés."
"73",1,"RT @DavidCuestaTV: @carlostarife @JoseAMartinSC @josefamesam @PP_SantaCruz Gracias. Cuenta con ello."
"74",-1,"RT @DavidCuestaTV: @carlostarife @JoseAMartinSC @josefamesam @PP_SantaCruz Cuando quieras, te vienes a la tele y hablamos al detalle de est…"
"75",-3,"RT @CsCanarias: <ed><U+00A0><U+00BC><ed><U+00B6><U+0095> @evebruler pide que “se ejecute la red permanente de asistencia, visita y servicio de urgencia propuesta por el grupo mun…"
