"","score","text"
"49",-1,"RT @Manz: ¡En 2 semanas empezamos los cursos con @OSLULL, @FG_ULL y @CanalULL!
Programación web con Javascript (25/JUN, 2ECTS) <U+25BA> https://t.…"
"50",1,"RT @Tenerifelicidad: ¿Conoces la isla de Malta <ed><U+00A0><U+00BC><ed><U+00B7><U+00B2><ed><U+00A0><U+00BC><ed><U+00B7><U+00B9> ? Nosotros fuimos una semana y te contamos acerca de este país (VLOG) 

https://t.co/lIgs…"
"51",-2,"RT @Tenerifelicidad: ¡Estas cosas SOLO las podrás hacer en Tenerife! Vive aquí estas 6 experiencias <U+261D><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B6><U+0090><U+FE0F>
#Tenerifelicidad #Tenerife <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> #Feli…"
"52",-1,"RT @VisitTenerifeES: ¡#FelizLunes! Comenzamos la semana con un bonito recordatorio del paso de @MarinaComes por #Tenerife. ¡Hoy es el últim…"
"53",-2,"«La situación de los animales en la actualidad está siendo, cada vez más, objeto de debate» #Tenerife… https://t.co/RpPR9tbFRE"
"54",-2,"Óscar García, concejal de Atención Social: “Ni Tamara ni sus hijos se van a quedar en la calle decida lo que decida… https://t.co/xtIDF5PWgV"
"55",-3,"#SeBusca #perdido #Tenerife Perrita perdida zona de Candelaria https://t.co/mXSshVEwV1"
"56",0,"I Jornadas sobre Derecho y Protección Animal en el Ilustre Colegio de Abogados de #SantaCruz de #Tenerife

No te la… https://t.co/7uFkx18Dcy"
"57",0,"RT @LoqueVeoTfe: @msolglez08 @lacoladelsur @carreterasTF @TenerifeVial <U+26A0><ed><U+00A0><U+00BD><ed><U+00BA><U+0098> Ahora mismo hay un AccidenteTF1 altura El Poris , Dirección Sur ,…"
"58",0,"¡Semana completa para los #dircom de #Canarias! 
<U+2705>Asamblea General Ordinaria y Electoral Extraordinaria mañana miér… https://t.co/nLidhD9n5k"
"59",1,"RT @Tenerifelicidad: ¡El pueblo más fiestero de España! <ed><U+00A0><U+00BC><ed><U+00BE><U+0089> We LOVE Los Realejos (VIDEO) <ed><U+00A0><U+00BD><ed><U+00B5><U+00BA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> https://t.co/OyDUoXTcNa

#Tenerifelicidad #Teneri…"
"60",0,"RT @EtxartPanno_TF: Favorecedores, elegantes y juveniles, los monos de fiesta son tendencia.¡Larga vida al mono! Nos encantan <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #EtxartPa…"
"61",-1,"Una de las prendas que están pegando fuerte esta temporada es la falda vaquera abotonada, una tendencia que ha teni… https://t.co/BkuG1mPplV"
"62",-2,"RT @diariodeavisos: #LoMásLeído <ed><U+00A0><U+00BC><ed><U+00BF><U+00A8><ed><U+00A0><U+00BC><ed><U+00BF><U+00A8> Estas son las nuevas ‘catedrales’ del turismo en Tenerife https://t.co/dcGZhjZN6M #Tenerife https://t.co…"
"63",-1,"Antes y Despues de TLISS nuestro  tratamiento de #alisado progresivo T-LISS. 
  #tenerife  #keratina… https://t.co/UTRlZcCFl9"
"64",2,"Compartimos uno de los trabajos realizados ayer con nuestro  tratamiento de #alisado progresivo T-LISS. 
¿Impresion… https://t.co/EiaRyIzPaw"
"65",0,"¡En 2 semanas empezamos los cursos con @OSLULL, @FG_ULL y @CanalULL!
Programación web con Javascript (25/JUN, 2ECTS… https://t.co/z3DJ0wVlA4"
"66",0,"#BuenosDiasATodos #FelizMartes disfrutando de #tenerife y de sus magnificos paisajes, bajada al pueblo de #masca im… https://t.co/vXyzfBjOrH"
"67",-1,"RT @vickyPL13: Buenos días y feliz sábado <ed><U+00A0><U+00BC><ed><U+00BC><U+0084>Al fondo Garachico #Garachico #Tenerife #latituddevida #venatenerife https://t.co/DJGXCKfIRO"
"68",-1,"RT @teidagua: <ed><U+00A0><U+00BC><ed><U+00BC><U+00A7> Cuarentaydos de #mayo
<ed><U+00A0><U+00BD><ed><U+00B9><U+0084> y no nos quitamos el sayo...
¡#FelizLunes! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>
#LaLaguna #7am <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
#Tenerife https://t.co/zJz3QtJI41"
"69",-2,"#SCagustoconDorada, del 15 de junio al 15 de julio en la Plaza de la Candelaria. 

¡Deporte y diversión con… https://t.co/wViNQtgRD5"
"70",0,"RT laculturaensc: https://t.co/YCKxM5OGus #Tenerife #SantaCruzdeTenerife #Informatico"
"71",0,"Este sábado @SabrinaSalerno en #Tenerife ¿Te vienes a divertir con nosotros al @HRHtenerife ? ¡Te invito!… https://t.co/Pzh6cBUUDL"
"72",0,"""Si pasas demasiado deprisa por la vida, te perderás los mejores paisajes"" <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>
#FelizMartes #LagoMartiánez… https://t.co/34T3jXFpfZ"
"73",0,"#Turismo: Los aeropuertos de las #IslasCanarias recibieron, durante el mes de mayo 2018, 3,39 millones de pasajeros… https://t.co/Rh0X8TPuQ8"
"74",0,"#Cursos|#Formación en atención a personas con discapacidad en el transporte marítimo. A impartir en #Tenerife.… https://t.co/BukrsCgzBk"
"75",0,"""Si pasas demasiado deprisa por la vida, te perderás los mejores paisajes"" <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>
#FelizMartes #LagoMartiánez… https://t.co/34T3jXFpfZ"
"76",0,"RT @OyeTato: ¡Feliz inicio de semana! <ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00A8>

#Tenerife #IslasCanarias #Spain https://t.co/1eTAJyQYiX"
"77",-1,"RT @vickyPL13: Buenos días y feliz martes<ed><U+00A0><U+00BC><ed><U+00BC><U+0084>
#Candelaria #Tenerife #latituddevida #venatenerife https://t.co/8zdigcV8rd"
"78",-2,"<ed><U+00A0><U+00BC><ed><U+00BC><U+008A>¡Tras las vacaciones, desde hoy martes 12 estamos de nuevo a tope! Abrimos de 13:30 a 16:30 y de 20:00 a 23:30 h… https://t.co/BDX7f0QyJE"
"79",0,"Así tenemos los cielos hoy a las 11:00h por #Alcalá #GuíadeIsora <ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BC><ed><U+00BF><U+008A><U+200D><U+2642><U+FE0F>
Más webcams en directo:… https://t.co/Y98WGmjxXc"
"80",0,"¡¡¡ Gánate un #Smart !!!

En Iteuve Canarias, S.L. quieren premiar la fidelidad de sus clientes <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>
Pincha en el enla… https://t.co/Czxn8PrNpJ"
"81",1,"¡Buenos días! Buen martes <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> 10:00h Playa de #LosCristianos #Arona
Más webcams en directo: https://t.co/MnT9wHr7uU… https://t.co/RmQst6XuQ1"
"82",0,"<ed><U+00A0><U+00BD><ed><U+00B6><U+00A5><ed><U+00A0><U+00BC><ed><U+00BE><U+00AE> 50 jóvenes formados en las nuevas profesiones de los deportes electrónicos https://t.co/YAETv4m3Vq #Tenerife… https://t.co/N7CgyN1XaG"
